Country,Year,GDP
South Asia (IDA & IBRD),1972,303559920017.074
Sub-Saharan Africa (IDA & IBRD countries),1972,495278950303.943
Trinidad and Tobago,1972,6106140410.18911
Tunisia,1972,8870910716.78077
Turkey,1972,182045620414.76
Upper middle income,1972,3848728242514.86
Uruguay,1972,16181972308.499
United States,1972,5436461589500.0
St. Vincent and the Grenadines,1972,173784126.147046
"Venezuela, RB",1972,186581357182.176
World,1972,22999161007825.1
South Africa,1972,162093578997.25
Zambia,1972,7598115674.05307
Zimbabwe,1972,8911091418.86923
Andorra,1973,1325166623.52504
Argentina,1973,197044011131.933
Australia,1973,382246591466.222
Austria,1973,177253158036.877
Burundi,1973,942525120.939625
Belgium,1973,231393952028.372
Benin,1973,1808694555.93412
Burkina Faso,1973,1787114363.9664
Bangladesh,1973,23324235189.0411
"Bahamas, The",1973,3193004478.75685
Belize,1973,231822769.95954
Bermuda,1973,2587698593.72971
Bolivia,1973,8314771356.62179
Brazil,1973,729638256284.47
Barbados,1973,2597199183.58591
Brunei Darussalam,1973,7101437330.39971
Botswana,1973,1064021762.04802
Central African Republic,1973,1198178918.50123
Canada,1973,648813875020.777
Switzerland,1973,319063260191.636
Chile,1973,40844315409.0887
China,1973,249533320898.924
Cote d'Ivoire,1973,13501170764.8042
Cameroon,1973,8361584679.17134
"Congo, Dem. Rep.",1973,24015578136.7182
"Congo, Rep.",1973,3276502598.38538
Colombia,1973,81394123586.61
Costa Rica,1973,9299469222.36017
Caribbean small states,1973,26793212279.7303
Cuba,1973,25512717358.1423
Germany,1973,1729251631520.84
Denmark,1973,163447059294.195
Dominican Republic,1973,11806478054.6942
Algeria,1973,51873290453.4046
East Asia & Pacific (excluding high income),1973,539415535571.076
Early-demographic dividend,1973,2625868714830.67
East Asia & Pacific,1973,3637879942387.85
Europe & Central Asia,1973,9943354891536.36
Ecuador,1973,23701844116.8743
"Egypt, Arab Rep.",1973,30945290182.9185
Euro area,1973,5963080415445.05
Spain,1973,593255114175.017
European Union,1973,7908272657863.94
Finland,1973,104941639688.052
Fiji,1973,1519901827.13724
France,1973,1255512298177.4
Gabon,1973,9540056594.85938
United Kingdom,1973,1097210627890.76
Georgia,1973,12826546393.2429
Ghana,1973,9287098197.66372
"Gambia, The",1973,267525512.428171
Guinea-Bissau,1973,404412282.461226
Greece,1973,150484458575.03
Greenland,1973,990945242.843205
Guatemala,1973,13802496288.5794
Guyana,1973,1619473085.77416
High income,1973,17978204963708.6
"Hong Kong SAR, China",1973,31470004153.3837
Honduras,1973,4229187179.03727
Heavily indebted poor countries (HIPC),1973,168779865633.292
Haiti,1973,5137203383.08011
IBRD only,1973,4851508848871.53
IDA & IBRD total,1973,5304174492300.68
IDA total,1973,446054952310.106
IDA blend,1973,215767786367.426
Indonesia,1973,124026159828.575
IDA only,1973,229687307817.99
India,1973,253535896599.903
Ireland,1973,47908554854.4757
"Iran, Islamic Rep.",1973,295428717775.574
Iraq,1973,21676448411.2358
Iceland,1973,4623659073.86879
Israel,1973,59710376050.6117
Italy,1973,1109979988332.25
Jamaica,1973,9382978918.59905
Japan,1973,2436449005905.97
Kenya,1973,10755712100.1532
Kiribati,1973,248186357.407439
"Korea, Rep.",1973,93895737335.6595
Latin America & Caribbean (excluding high income),1973,1785160501052.23
Latin America & Caribbean,1973,1904268147380.98
Sri Lanka,1973,10579799952.4149
Lower middle income,1973,998368639753.19
Low & middle income,1973,5107787733668.25
Lesotho,1973,452822897.618151
Late-demographic dividend,1973,2530805528763.9
Luxembourg,1973,13879833077.9928
Morocco,1973,20854538798.9137
Monaco,1973,2443427498.22816
Madagascar,1973,5066858211.73784
Middle East & North Africa,1973,933671547660.064
Mexico,1973,385411257804.828
Middle income,1973,4985205891648.01
Mali,1973,2522211736.30104
Malta,1973,1682968079.4702
Myanmar,1973,5188316772.8846
Middle East & North Africa (excluding high income),1973,506421628484.773
Mauritania,1973,1526633484.7271
Malawi,1973,1980205649.4029
Malaysia,1973,30386661335.7572
North America,1973,6076693190914.51
Niger,1973,2402508546.54281
Nigeria,1973,124793267638.563
Nicaragua,1973,6668556148.98157
Netherlands,1973,376612079784.924
Norway,1973,158704448090.445
Nepal,1973,3756749014.38762
New Zealand,1973,69112623050.6777
OECD members,1973,17957164724537.9
Oman,1973,8816545383.61509
Pakistan,1973,32155533248.1105
Panama,1973,6569926162.92323
Peru,1973,59207569086.1173
Philippines,1973,59577169661.334
Papua New Guinea,1973,5393391153.91756
Pre-demographic dividend,1973,308250775383.732
Puerto Rico,1973,35748961090.3428
Portugal,1973,94333868880.6424
Paraguay,1973,5976583216.90427
Post-demographic dividend,1973,17343548184931.0
Rwanda,1973,1316327084.58957
South Asia,1973,325962920589.727
Saudi Arabia,1973,251538792560.001
Sudan,1973,13793202216.7589
Senegal,1973,5925376290.26889
Singapore,1973,21888095071.4068
Sierra Leone,1973,1469433708.96572
El Salvador,1973,11754859680.7674
Sub-Saharan Africa (excluding high income),1973,494612148339.241
Sub-Saharan Africa,1973,494866260009.986
Suriname,1973,2126807923.16427
Sweden,1973,242157525003.095
Eswatini,1973,832405200.899292
Seychelles,1973,264252487.613748
Chad,1973,2395003796.72602
East Asia & Pacific (IDA & IBRD countries),1973,538334115269.097
Togo,1973,1499848443.6276
Thailand,1973,45312896743.1013
Latin America & the Caribbean (IDA & IBRD countries),1973,1830886295551.12
Middle East & North Africa (IDA & IBRD countries),1973,503183269994.61
South Asia (IDA & IBRD),1973,325962920589.727
Sub-Saharan Africa (IDA & IBRD countries),1973,494866260009.986
Trinidad and Tobago,1973,6196387050.91363
Tunisia,1973,9505721950.53794
Turkey,1973,195105778370.108
Upper middle income,1973,4006462054216.02
Uruguay,1973,17168573294.2352
United States,1973,5425291617300.0
St. Vincent and the Grenadines,1973,160561396.944617
"Venezuela, RB",1973,191985234255.727
World,1973,23138141580343.5
South Africa,1973,164841791627.823
Zambia,1973,7425689437.36841
Zimbabwe,1973,8738998350.55726
Andorra,1974,1368947306.81745
Arab World,1974,660207374782.252
United Arab Emirates,1974,66195031477.1953
Argentina,1974,193067167388.744
Australia,1974,392138003545.45
Austria,1974,185368597102.924
Burundi,1974,1017386695.90918
Belgium,1974,244474064111.729
Benin,1974,1824689860.78429
Burkina Faso,1974,1939642697.91623
Bangladesh,1974,24644704390.5094
"Bahamas, The",1974,3358567667.13532
Belize,1974,231743901.666136
Bermuda,1974,2819001261.32568
Bolivia,1974,8698462092.14427
Brazil,1974,801072834269.764
Barbados,1974,2710442548.20157
Brunei Darussalam,1974,8532760029.33627
Botswana,1974,1177312167.33862
Central African Republic,1974,1263270215.74599
Canada,1974,686955242850.761
Switzerland,1974,314584645736.811
Chile,1974,42409708109.933
China,1974,245615647753.947
Cote d'Ivoire,1974,15245035639.562
Cameroon,1974,7902104028.88936
"Congo, Dem. Rep.",1974,22740590593.6825
"Congo, Rep.",1974,3306524757.67021
Colombia,1974,85242737875.3959
Costa Rica,1974,9812573425.82342
Caribbean small states,1974,27083331989.7012
Cuba,1974,26897537569.4087
Cyprus,1974,4437524696.39066
Germany,1974,1814836763014.94
Denmark,1974,173130654018.661
Dominican Republic,1974,12600832378.0635
Algeria,1974,56223777003.7627
East Asia & Pacific (excluding high income),1974,557753348113.537
Early-demographic dividend,1974,2822743888916.42
East Asia & Pacific,1974,3790749278167.59
Europe & Central Asia,1974,10394037074432.8
Ecuador,1974,25455113995.4351
"Egypt, Arab Rep.",1974,35054728616.5489
Euro area,1974,6262935717366.35
Spain,1974,612855026287.534
European Union,1974,8272351373100.7
Finland,1974,105303040819.575
Fiji,1974,1561488822.32949
France,1974,1310211942471.63
Gabon,1974,12938733999.2861
United Kingdom,1974,1129131797875.13
Georgia,1974,13608653298.6089
Ghana,1974,8959246653.94356
"Gambia, The",1974,287191916.742387
Guinea-Bissau,1974,424404222.892706
Greece,1974,160795500162.002
Greenland,1974,1049997736.05855
Guatemala,1974,14822123351.9664
Guyana,1974,1644362982.66899
High income,1974,18872079426871.9
"Hong Kong SAR, China",1974,36556937520.2419
Honduras,1974,4673281143.49365
Heavily indebted poor countries (HIPC),1974,175752661475.103
Haiti,1974,5570723522.31062
IBRD only,1974,5178544511108.24
IDA & IBRD total,1974,5657272424887.38
IDA total,1974,472070270945.628
IDA blend,1974,229765578119.266
Indonesia,1974,132567301909.338
IDA only,1974,241140708594.568
India,1974,257752461316.375
Ireland,1974,48576787121.5352
"Iran, Islamic Rep.",1974,346341812219.606
Iraq,1974,25399400712.0653
Iceland,1974,4899199911.02844
Israel,1974,59902943906.4284
Italy,1974,1189070337645.39
Jamaica,1974,8754859312.56382
Jordan,1974,4284984444.52224
Japan,1974,2533297466276.86
Kenya,1974,10987386320.2341
Kiribati,1974,181751256.176135
"Korea, Rep.",1974,106210312431.61
Latin America & Caribbean (excluding high income),1974,1896950042579.76
Latin America & Caribbean,1974,2021733726243.61
Sri Lanka,1974,10932647568.4393
Lower middle income,1974,1055369789353.52
Low & middle income,1974,5450053881633.19
Lesotho,1974,502855884.459003
Late-demographic dividend,1974,2710601544263.31
Luxembourg,1974,14231594121.2261
Morocco,1974,23109494479.5687
Monaco,1974,2551222449.00998
Madagascar,1974,4911363508.33335
Middle East & North Africa,1974,1075560904677.75
Mexico,1974,402436584808.525
Middle income,1974,5324205785116.63
Mali,1974,2865823701.8849
Malta,1974,1969360264.90066
Myanmar,1974,5503786990.3065
Middle East & North Africa (excluding high income),1974,584577592084.293
Mauritania,1974,1657101184.23563
Malawi,1974,2079171005.80982
Malaysia,1974,33900419813.2809
North America,1974,6407388127312.09
Niger,1974,2418802441.24649
Nigeria,1974,136077513834.133
Nicaragua,1974,7015951547.19724
Netherlands,1974,393395080011.076
Norway,1974,167949856693.782
Nepal,1974,3921990978.97092
New Zealand,1974,69754549535.594
OECD members,1974,18807468982427.7
Oman,1974,10627474642.3927
Pakistan,1974,33813533506.0111
Panama,1974,6679280045.21193
Peru,1974,60064368328.3378
Philippines,1974,64823910895.9224
Papua New Guinea,1974,5210638866.34634
Pre-demographic dividend,1974,331338382353.346
Puerto Rico,1974,37980800123.6542
Portugal,1974,100843123709.839
Paraguay,1974,6426377853.46862
Post-demographic dividend,1974,18163939478362.0
Rwanda,1974,1573071116.62821
South Asia,1974,333738319172.561
Saudi Arabia,1974,296365455893.334
Sudan,1974,16091869674.9345
Senegal,1974,6453949701.7332
Singapore,1974,23516027512.9068
Sierra Leone,1974,1462833360.39054
El Salvador,1974,12348393129.4627
Sub-Saharan Africa (excluding high income),1974,520739780126.712
Sub-Saharan Africa,1974,521040486530.678
Suriname,1974,2313967020.40273
Sweden,1974,244719805555.051
Eswatini,1974,814762890.708227
Seychelles,1974,307266576.64788
Chad,1974,2466393238.10268
East Asia & Pacific (IDA & IBRD countries),1974,556635164163.74
Togo,1974,1469078713.98696
Thailand,1974,49539145018.0144
Latin America & the Caribbean (IDA & IBRD countries),1974,1944066101399.39
Middle East & North Africa (IDA & IBRD countries),1974,580839458280.352
South Asia (IDA & IBRD),1974,333738319172.561
Sub-Saharan Africa (IDA & IBRD countries),1974,521040486530.677
Trinidad and Tobago,1974,6593274649.72035
Tunisia,1974,10254473662.1489
Turkey,1974,215516144170.168
Upper middle income,1974,4291276837258.33
Uruguay,1974,17844237375.8741
United States,1974,5717613883200.0
St. Vincent and the Grenadines,1974,177222564.602279
"Venezuela, RB",1974,206821353703.276
World,1974,24358345014957.2
South Africa,1974,168550573780.242
Zambia,1974,7887639740.67666
Zimbabwe,1974,8779620614.84505
Andorra,1975,1407805910.58157
Arab World,1975,714591365977.844
United Arab Emirates,1975,80386802831.8584
Argentina,1975,206454730042.606
Australia,1975,406244848988.393
Austria,1975,194785286243.434
Burundi,1975,1134075385.27516
Belgium,1975,246004850188.709
Benin,1975,1915626267.4681
Burkina Faso,1975,1946826233.6606
Bangladesh,1975,25303471152.2294
"Bahamas, The",1975,3666042159.83818
Belize,1975,246799362.742398
Bermuda,1975,2985250053.66029
Bolivia,1975,9130881401.37437
Brazil,1975,837972796917.598
Barbados,1975,2809162443.03451
Brunei Darussalam,1975,9464255592.2259
Botswana,1975,1318731376.88286
Central African Republic,1975,1311353247.75692
Canada,1975,710573804617.586
Switzerland,1975,322240541486.023
Chile,1975,46839269114.6994
China,1975,264208752286.887
Cote d'Ivoire,1975,16360127544.6182
Cameroon,1975,8987842970.07563
"Congo, Dem. Rep.",1975,22913599551.8741
"Congo, Rep.",1975,3010477444.83379
Colombia,1975,88787561780.2276
Costa Rica,1975,10686331517.6293
Caribbean small states,1975,28145621896.8956
Cuba,1975,29240179372.424
Cyprus,1975,5163592529.44669
Germany,1975,1875583307414.87
Denmark,1975,176368700986.384
Dominican Republic,1975,13228578622.9572
Algeria,1975,59180352662.8655
East Asia & Pacific (excluding high income),1975,601014169455.38
Early-demographic dividend,1975,2928639851650.37
East Asia & Pacific,1975,3982142035869.68
Europe & Central Asia,1975,10690263283152.9
Ecuador,1975,25863628384.4359
"Egypt, Arab Rep.",1975,38210721351.4442
Euro area,1975,6455946240799.63
Spain,1975,630251371585.101
European Union,1975,8505081598272.9
Finland,1975,105555252558.093
Fiji,1975,1653679307.34359
France,1975,1355601771262.2
Gabon,1975,11310770691.4855
United Kingdom,1975,1156715478075.17
Georgia,1975,14547180899.5721
Ghana,1975,9162989531.06795
"Gambia, The",1975,297070101.15166
Guinea-Bissau,1975,393974143.15114
Greece,1975,165524498469.44
Greenland,1975,1142631846.77565
Guatemala,1975,15979615674.7302
Guyana,1975,1600973511.10883
High income,1975,19603155644951.4
"Hong Kong SAR, China",1975,40843519473.1545
Honduras,1975,5158549474.30779
Heavily indebted poor countries (HIPC),1975,182358352515.409
Haiti,1975,5777294108.08758
IBRD only,1975,5396586154759.38
IDA & IBRD total,1975,5896709448960.72
IDA total,1975,493075017525.312
IDA blend,1975,241836223419.669
Indonesia,1975,144181954870.161
IDA only,1975,249331529646.615
India,1975,276451795599.075
Ireland,1975,52565572944.2375
"Iran, Islamic Rep.",1975,332263402932.173
Iraq,1975,25881979812.2088
Iceland,1975,5331420910.08063
Israel,1975,60523118608.1001
Italy,1975,1219516493121.85
Jamaica,1975,8527447578.51027
Jordan,1975,4563934629.39432
Japan,1975,2644517786330.86
Kenya,1975,12026111611.8784
Kiribati,1975,173367743.995347
"Korea, Rep.",1975,119250454777.04
Latin America & Caribbean (excluding high income),1975,1986345464473.03
Latin America & Caribbean,1975,2119508787550.26
Sri Lanka,1975,11490277126.3111
Lower middle income,1975,1123443423151.16
Low & middle income,1975,5679320837682.16
Lesotho,1975,612523900.123684
Late-demographic dividend,1975,2883589995066.76
Luxembourg,1975,14454998303.395
Morocco,1975,24509737499.8931
Monaco,1975,2641873405.61741
Madagascar,1975,5027468159.29592
Middle East & North Africa,1975,1110879554144.19
Mexico,1975,416081759447.639
Middle income,1975,5549452475381.62
Mali,1975,3047764737.91777
Malta,1975,2209310463.57616
Myanmar,1975,5831388166.40491
Middle East & North Africa (excluding high income),1975,578209210616.312
Mauritania,1975,1625970986.06945
Mauritius,1975,2322841105.38841
Malawi,1975,2181425288.08194
Malaysia,1975,36528739152.5442
North America,1975,6695564506571.25
Niger,1975,2606612318.90816
Nigeria,1975,144274983629.674
Nicaragua,1975,7603080086.62963
Netherlands,1975,403310368736.959
Norway,1975,174937653561.285
Nepal,1975,4040316405.15103
New Zealand,1975,67008774786.3791
OECD members,1975,19502368256999.6
Oman,1975,10734516514.9545
Pakistan,1975,35148389789.1423
Panama,1975,6752353098.16876
Peru,1975,60274031234.3882
Philippines,1975,68455382411.6782
Papua New Guinea,1975,5254138092.29759
Pre-demographic dividend,1975,347087411046.642
Puerto Rico,1975,40240916849.2279
Portugal,1975,106492957787.608
Paraguay,1975,7165030968.01572
Post-demographic dividend,1975,18838460831843.6
Rwanda,1975,1604439876.89631
South Asia,1975,355279761492.276
Saudi Arabia,1975,317387724293.334
Sudan,1975,17093404114.2742
Senegal,1975,6280796342.79947
Singapore,1975,25127408051.8519
Sierra Leone,1975,1463516149.70813
El Salvador,1975,13185621806.3029
Sub-Saharan Africa (excluding high income),1975,533226086919.853
Sub-Saharan Africa,1975,533504020260.884
Suriname,1975,2549991656.4838
Sweden,1975,240813444653.729
Eswatini,1975,822988679.068791
Seychelles,1975,288246078.631383
Chad,1975,2521507874.27877
East Asia & Pacific (IDA & IBRD countries),1975,599809256208.048
Togo,1975,1571313155.84642
Thailand,1975,54415512544.9501
Latin America & the Caribbean (IDA & IBRD countries),1975,2036506157349.98
Middle East & North Africa (IDA & IBRD countries),1975,574511799998.419
South Asia (IDA & IBRD),1975,355279761492.276
Sub-Saharan Africa (IDA & IBRD countries),1975,533504020260.883
Trinidad and Tobago,1975,7194699343.01585
Tunisia,1975,10604263588.0956
Turkey,1975,222858067577.418
Upper middle income,1975,4446231213092.49
Uruguay,1975,18103953323.5173
United States,1975,5982005451900.0
St. Vincent and the Grenadines,1975,200668066.22588
"Venezuela, RB",1975,219790673052.641
World,1975,25316291076427.5
South Africa,1975,168392072977.206
Zambia,1975,7527629234.32907
Zimbabwe,1975,8177276902.9524
Andorra,1976,1428402113.57242
Arab World,1976,709858174191.308
United Arab Emirates,1976,79108971545.2688
Argentina,1976,197151622246.269
Antigua and Barbuda,1976,336953373.083558
Australia,1976,409888764605.755
Austria,1976,194374964316.0
Burundi,1976,1123408544.50219
Belgium,1976,252996053674.129
Benin,1976,1939668871.92687
Burkina Faso,1976,2036532579.66401
Bangladesh,1976,27093397642.2551
"Bahamas, The",1976,4185869346.18629
Belize,1976,266347864.383179
Bermuda,1976,3028619303.83456
Bolivia,1976,9318310508.23123
Brazil,1976,865053643933.736
Barbados,1976,2946163590.65182
Brunei Darussalam,1976,10105537880.4547
Botswana,1976,1507742528.60751
Central African Republic,1976,1327210595.70272
Canada,1976,736747853671.715
Switzerland,1976,323558775216.586
Chile,1976,50446409757.0584
China,1976,293626189157.361
Cote d'Ivoire,1976,18144928075.7877
Cameroon,1976,10965438501.2527
"Congo, Dem. Rep.",1976,21688800856.3682
"Congo, Rep.",1976,3201936194.12491
Colombia,1976,96307780220.0589
Costa Rica,1976,11356117310.2655
Caribbean small states,1976,29792334892.6684
Cuba,1976,31168861184.8217
Cyprus,1976,5565185948.27955
Germany,1976,1932010097618.19
Dominica,1976,212592892.610305
Denmark,1976,180295212457.16
Dominican Republic,1976,13511760778.5574
Algeria,1976,64633724928.158
East Asia & Pacific (excluding high income),1976,654429262896.324
Early-demographic dividend,1976,2957778203075.64
East Asia & Pacific,1976,4205022969137.98
Europe & Central Asia,1976,11021255879957.5
Ecuador,1976,27339620380.6521
"Egypt, Arab Rep.",1976,41507835712.6966
Euro area,1976,6658057907101.57
Spain,1976,639471970413.889
European Union,1976,8779344674483.24
Finland,1976,108637157806.075
Fiji,1976,1684493991.55363
France,1976,1409534980791.88
Gabon,1976,8590620139.78418
United Kingdom,1976,1205323193256.14
Georgia,1976,15627909544.1821
Ghana,1976,9939638622.70324
"Gambia, The",1976,315834374.607593
Guinea-Bissau,1976,445687360.089592
Greece,1976,177519832755.341
Grenada,1976,279861685.357341
Greenland,1976,1211380773.6871
Guatemala,1976,16778067504.539
Guyana,1976,1572056907.30265
High income,1976,20409429771153.1
"Hong Kong SAR, China",1976,44217490395.177
Honduras,1976,5466319462.16749
Heavily indebted poor countries (HIPC),1976,186542378987.635
Haiti,1976,6135998415.36904
IBRD only,1976,5567918581931.75
IDA & IBRD total,1976,6068675135551.95
IDA total,1976,494868131697.436
IDA blend,1976,239484878862.275
Indonesia,1976,153938848478.323
IDA only,1976,254695498781.519
India,1976,292244193133.293
Ireland,1976,56343318087.0703
"Iran, Islamic Rep.",1976,285573183090.369
Iraq,1976,30296659549.7506
Iceland,1976,5652197290.53105
Israel,1976,63885230602.3263
Italy,1976,1259030532413.65
Jamaica,1976,8522868312.31612
Jordan,1976,5522548853.931
Japan,1976,2783935217060.86
Kenya,1976,12857415800.9653
Kiribati,1976,175204737.063725
St. Kitts and Nevis,1976,195134380.792622
"Korea, Rep.",1976,132099084736.878
Latin America & Caribbean (excluding high income),1976,2059702588963.75
St. Lucia,1976,420552958.731849
Latin America & Caribbean,1976,2202571787289.41
Sri Lanka,1976,12139918648.8814
Lower middle income,1976,1167611957769.51
Low & middle income,1976,5841302675378.73
Lesotho,1976,724719136.575356
Late-demographic dividend,1976,3037468250756.84
Luxembourg,1976,15044035418.1097
Morocco,1976,25056957435.6219
Monaco,1976,2746321226.02519
Madagascar,1976,4893646711.95061
Middle East & North Africa,1976,1058041523967.29
Mexico,1976,453349962679.757
Middle income,1976,5709744053630.34
Mali,1976,3003161422.32356
Malta,1976,2455895099.33775
Myanmar,1976,6211467377.00038
Middle East & North Africa (excluding high income),1976,541621196880.364
Mauritania,1976,1617764485.59131
Mauritius,1976,2411824643.8093
Malawi,1976,2394006666.36985
Malaysia,1976,38959322083.4609
North America,1976,7052904033775.55
Niger,1976,2957791091.61675
Nigeria,1976,135958745052.508
Nicaragua,1976,7007089816.29627
Netherlands,1976,414184611625.892
Norway,1976,181706786074.728
Nepal,1976,4218322297.28413
New Zealand,1976,67221321774.4381
OECD members,1976,20343942371601.3
Oman,1976,10338033810.143
Pakistan,1976,37977319757.9899
Panama,1976,7413586993.165
Peru,1976,58681288163.5636
Philippines,1976,71995965495.4464
Papua New Guinea,1976,5703359508.52942
Pre-demographic dividend,1976,346136701516.704
Puerto Rico,1976,43030395565.8295
Portugal,1976,109491763347.506
Paraguay,1976,8026893193.65262
Post-demographic dividend,1976,19637407294273.3
Rwanda,1976,1751259616.04381
South Asia,1976,376690143215.901
Saudi Arabia,1976,300820954506.667
Sudan,1976,16079596585.8733
Senegal,1976,6032457972.72782
Singapore,1976,27081659491.382
Sierra Leone,1976,1498733209.57607
El Salvador,1976,13887461579.1518
Sub-Saharan Africa (excluding high income),1976,531233472207.016
Sub-Saharan Africa,1976,531580866507.07
Suriname,1976,2718291105.81174
Sweden,1976,245031407840.117
Eswatini,1976,833910798.260362
Seychelles,1976,349215002.896053
Chad,1976,2509666011.24724
East Asia & Pacific (IDA & IBRD countries),1976,653117263066.071
Togo,1976,1744871521.37143
Thailand,1976,60017995792.2658
Latin America & the Caribbean (IDA & IBRD countries),1976,2113918024405.23
Middle East & North Africa (IDA & IBRD countries),1976,538157751595.418
South Asia (IDA & IBRD),1976,376690143215.901
Sub-Saharan Africa (IDA & IBRD countries),1976,531580866507.069
Trinidad and Tobago,1976,7915354999.60433
Tunisia,1976,11287228377.8119
Turkey,1976,226207475043.213
Upper middle income,1976,4561357015776.47
Uruguay,1976,19076857122.5887
United States,1976,6313127560800.0
St. Vincent and the Grenadines,1976,220287475.836582
"Venezuela, RB",1976,224948932384.315
World,1976,26300929680536.0
South Africa,1976,173468334471.682
Zambia,1976,7569314523.35786
Zimbabwe,1976,7955924355.82401
Andorra,1977,1428995717.42599
Arab World,1977,791728562590.464
United Arab Emirates,1977,95661395017.0183
Argentina,1977,217305966255.665
Antigua and Barbuda,1977,364178347.531993
Australia,1977,426461995275.08
Austria,1977,204787047701.607
Burundi,1977,1142112790.67558
Belgium,1977,258918876001.746
Benin,1977,2066440729.96277
Burkina Faso,1977,2111163790.67383
Bangladesh,1977,28394323597.912
"Bahamas, The",1977,5280026115.10758
Belize,1977,286369290.649558
Bermuda,1977,3093673179.09591
Bolivia,1977,9330735920.26726
Brazil,1977,923585638585.237
Barbados,1977,3178704522.54884
Brunei Darussalam,1977,12385592665.9333
Botswana,1977,1690911970.42458
Central African Republic,1977,1294493025.82569
Canada,1977,764089807800.196
Switzerland,1977,331620281388.687
Chile,1977,54693142233.5659
China,1977,315941779533.32
Cote d'Ivoire,1977,18579391588.0419
Cameroon,1977,11627215738.8128
"Congo, Dem. Rep.",1977,21782081843.0401
"Congo, Rep.",1977,3516149388.85633
Colombia,1977,101488290312.571
Costa Rica,1977,11917010020.6727
Caribbean small states,1977,31330542802.3741
Cuba,1977,31508035527.6196
Cyprus,1977,6116449303.71165
Germany,1977,2012195536300.27
Dominica,1977,173562356.524153
Denmark,1977,187271035325.809
Dominican Republic,1977,14124032600.6187
Algeria,1977,69466922771.1721
East Asia & Pacific (excluding high income),1977,701138264395.218
Early-demographic dividend,1977,3057858913098.82
East Asia & Pacific,1977,4449762781592.11
Europe & Central Asia,1977,11427319932546.7
Ecuador,1977,28360495038.3763
"Egypt, Arab Rep.",1977,43395483252.027
Euro area,1977,6914012223472.13
Spain,1977,639737648767.835
European Union,1977,9115561183202.81
Finland,1977,116374216221.742
Fiji,1977,1890420346.01229
France,1977,1459573319701.95
Gabon,1977,8631374495.28825
United Kingdom,1977,1250422686001.45
Georgia,1977,16779740561.4006
Ghana,1977,9689662534.15216
"Gambia, The",1977,311639515.612882
Guinea-Bissau,1977,454575009.455355
Greece,1977,183346176059.017
Grenada,1977,295539770.739905
Greenland,1977,1270261116.79366
Guatemala,1977,17568894348.6704
Guyana,1977,1543198717.43931
High income,1977,21253575807507.2
"Hong Kong SAR, China",1977,49327526465.8122
Honduras,1977,5772975976.71327
Heavily indebted poor countries (HIPC),1977,187234988329.44
Haiti,1977,6599905752.70122
IBRD only,1977,5800816562753.6
IDA & IBRD total,1977,6320175526214.44
IDA total,1977,513436935655.433
IDA blend,1977,253963032422.37
Indonesia,1977,165213806159.438
IDA only,1977,256675513666.444
India,1977,276935908358.68
Ireland,1977,58074768640.5171
"Iran, Islamic Rep.",1977,255548064379.784
Iraq,1977,36619346782.51
Iceland,1977,5926926996.17973
Israel,1977,67851108000.7823
Italy,1977,1334058169312.23
Jamaica,1977,8432522386.78619
Jordan,1977,6026209072.4453
Japan,1977,2936607388953.33
Kenya,1977,13836537077.3165
Kiribati,1977,154907278.39193
St. Kitts and Nevis,1977,209959318.035906
"Korea, Rep.",1977,143493466175.228
Latin America & Caribbean (excluding high income),1977,2194163826105.05
St. Lucia,1977,436503415.493594
Latin America & Caribbean,1977,2348337646957.97
Sri Lanka,1977,12917305250.2374
Lower middle income,1977,1187443842463.3
Low & middle income,1977,6078494171585.79
Lesotho,1977,745691919.755781
Late-demographic dividend,1977,3264223393265.83
Luxembourg,1977,15396909640.0985
Morocco,1977,26258134655.157
Monaco,1977,2843381846.15252
Madagascar,1977,5375898481.85328
Middle East & North Africa,1977,1106943664040.63
Mexico,1977,497316613380.406
Middle income,1977,5942725120723.05
Mali,1977,3315360389.90145
Malta,1977,2713537483.44371
Myanmar,1977,6534543030.90387
Middle East & North Africa (excluding high income),1977,524649688054.972
Mauritania,1977,1695256048.91842
Mauritius,1977,2496637078.38749
Malawi,1977,2499250879.9781
Malaysia,1977,42601668037.6291
North America,1977,7280194147179.29
Niger,1977,3169184304.57407
Nigeria,1977,145148782524.212
Nicaragua,1977,5151697298.26571
Netherlands,1977,422526977975.604
Norway,1977,189651933743.279
Nepal,1977,4318249197.47917
New Zealand,1977,68695030268.3559
OECD members,1977,21149544553397.1
Oman,1977,10785850715.2146
Pakistan,1977,39404672851.7496
Panama,1977,7748291992.0315
Peru,1977,61081793296.0039
Philippines,1977,76056304499.463
Papua New Guinea,1977,5807867612.23401
Pre-demographic dividend,1977,367817165569.562
Puerto Rico,1977,46432733505.6204
Portugal,1977,115665935345.762
Paraguay,1977,8979055061.61064
Post-demographic dividend,1977,20400085702418.5
Rwanda,1977,1959132521.98368
South Asia,1977,364892964873.598
Saudi Arabia,1977,336677102293.334
Sudan,1977,15272626059.4999
Senegal,1977,6454831714.84409
Singapore,1977,29669038812.0458
Sierra Leone,1977,1566345045.40757
El Salvador,1977,13306928822.6854
Sub-Saharan Africa (excluding high income),1977,552858869221.165
Sub-Saharan Africa,1977,553266923555.708
Suriname,1977,2701981359.17687
Sweden,1977,254440622506.873
Eswatini,1977,859819948.538685
Seychelles,1977,404371209.950201
Chad,1977,1971566321.0769
